Price,Short Description,Long Description,Location,Bedrooms,Bathrooms
"KSh 17,000,000","4bdrm Maisonette in Toll Estate, Kiambu / Kiambu for Sale",Toll Estate Kimbo/Kiambu Mansionette house on Sale Located 2 km off Thika Superhighway FEATURES *...,"Kiambu, Kiambu / Kiambu",4 bedroom,4 bathroom
